City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
224,Hakodate,41.7758,140.7367,24.8,54,75,7.63,JP,2021-01-18 01:15:54,broken clouds
225,Thompson,55.7435,-97.8558,-11.2,77,75,3.44,CA,2021-01-18 01:13:02,broken clouds
226,Candido De Abreu,-24.5669,-51.3333,70.21,95,100,2.13,BR,2021-01-18 01:15:54,overcast clouds
227,Belaya Gora,68.5333,146.4167,-39.24,82,6,0.83,RU,2021-01-18 01:15:54,clear sky
228,Severo-Kurilsk,50.6789,156.125,21.96,94,91,38.25,RU,2021-01-18 01:15:54,light snow
229,Tebingtinggi,3.3285,99.1625,75.2,94,90,6.91,ID,2021-01-18 01:15:54,overcast clouds
230,Rawson,-43.3002,-65.1023,68.34,53,0,13.94,AR,2021-01-18 01:15:54,clear sky
231,Port Lincoln,-34.7333,135.8667,63.72,70,100,11.88,AU,2021-01-18 01:15:54,overcast clouds
232,Kholodnyy,62.7167,147.95,-25.26,81,100,6.02,RU,2021-01-18 01:15:54,overcast clouds
233,Fredericksburg,38.3032,-77.4605,41.0,75,40,5.75,US,2021-01-18 01:15:09,scattered clouds
234,Vila Franca Do Campo,37.7167,-25.4333,61.0,88,20,23.02,PT,2021-01-18 01:11:11,few clouds
235,Asyut,27.181,31.1837,51.8,54,0,11.5,EG,2021-01-18 01:15:55,clear sky
236,Padang,-0.9492,100.3543,77.0,88,20,2.3,ID,2021-01-18 01:15:55,moderate rain
237,Stornoway,58.2093,-6.3865,39.2,81,75,11.5,GB,2021-01-18 01:15:55,broken clouds
238,Lima,-12.0432,-77.0282,71.6,73,0,14.97,PE,2021-01-18 01:13:25,clear sky
239,Alice Springs,-23.7,133.8833,80.6,17,0,19.57,AU,2021-01-18 01:15:55,clear sky
240,Freeport,40.6576,-73.5832,43.0,49,90,11.5,US,2021-01-18 01:15:55,overcast clouds
241,Vila,42.0304,-8.1588,46.99,93,0,1.14,PT,2021-01-18 01:15:55,clear sky
242,Yerbogachen,61.2767,108.0108,-36.62,80,100,5.82,RU,2021-01-18 01:15:56,overcast clouds
243,Takestan,36.0696,49.6959,33.8,69,0,2.3,IR,2021-01-18 01:15:56,clear sky
244,Sumkino,58.1108,68.3244,-9.36,89,21,8.61,RU,2021-01-18 01:15:56,few clouds
245,Pizarro,4.9533,-77.366,77.2,85,0,2.42,CO,2021-01-18 01:15:56,clear sky
246,Taoudenni,22.6783,-3.9836,56.26,36,99,16.75,ML,2021-01-18 01:15:56,overcast clouds
247,Lappeenranta,61.0587,28.1887,21.0,91,56,5.66,FI,2021-01-18 01:15:56,broken clouds
248,Phayakkhaphum Phisai,15.5163,103.1937,60.8,72,0,9.22,TH,2021-01-18 01:15:56,clear sky
249,Mahibadhoo,3.7833,72.9667,81.07,75,0,10.58,MV,2021-01-18 01:15:56,clear sky
250,Magdagachi,53.45,125.8,-23.96,82,100,4.81,RU,2021-01-18 01:15:56,overcast clouds
251,Christchurch,-43.5333,172.6333,73.0,24,69,17.27,NZ,2021-01-18 01:15:57,broken clouds
252,Saskylakh,71.9167,114.0833,-28.17,84,68,6.13,RU,2021-01-18 01:15:57,broken clouds
253,North Platte,41.1239,-100.7654,36.0,47,1,0.56,US,2021-01-18 01:14:50,clear sky
254,Kuching,1.55,110.3333,80.6,83,20,8.05,MY,2021-01-18 01:13:06,few clouds
255,Kavaratti,10.5669,72.642,81.72,73,0,5.55,IN,2021-01-18 01:15:57,clear sky
256,Rudnyy,52.9594,63.1206,-9.4,77,0,8.95,KZ,2021-01-18 01:15:57,clear sky
257,Henties Bay,-22.116,14.2845,66.0,87,66,5.53,NA,2021-01-18 01:15:57,broken clouds
258,Virginia Beach,36.8529,-75.978,41.0,75,100,12.8,US,2021-01-18 01:15:03,overcast clouds
259,Necochea,-38.5473,-58.7368,57.99,81,42,11.12,AR,2021-01-18 01:15:58,scattered clouds
260,Huilong,31.8111,121.655,43.0,41,0,3.0,CN,2021-01-18 01:15:58,clear sky
261,Nhulunbuy,-12.2333,136.7667,78.8,94,75,11.5,AU,2021-01-18 01:15:58,heavy intensity rain
262,Suntar,62.1444,117.6319,-35.32,82,100,4.25,RU,2021-01-18 01:15:58,overcast clouds
263,Bangolo,7.0069,-7.475,69.98,51,0,2.26,CI,2021-01-18 01:14:03,clear sky
264,Otane,-39.8833,176.6333,66.99,61,20,15.99,NZ,2021-01-18 01:15:58,few clouds
265,Hay River,60.8156,-115.7999,10.4,85,1,3.44,CA,2021-01-18 01:15:58,clear sky
266,Kerrobert,51.9168,-109.1348,28.4,86,90,13.8,CA,2021-01-18 01:15:58,overcast clouds
267,Azuaga,38.2667,-5.6833,43.0,55,4,4.0,ES,2021-01-18 01:15:58,clear sky
268,Belmonte,-15.8631,-38.8828,78.8,73,20,9.22,BR,2021-01-18 01:15:58,few clouds
269,Le Creusot,46.8071,4.4163,36.0,93,90,2.3,FR,2021-01-18 01:15:58,overcast clouds
270,Murdochville,48.9583,-65.5006,30.2,100,100,1.14,CA,2021-01-18 01:15:59,light snow
271,Prince Rupert,54.3161,-130.3201,44.6,93,90,4.61,CA,2021-01-18 01:11:12,light rain
272,Pokrovsk,48.282,37.1758,10.53,96,100,9.06,UA,2021-01-18 01:15:59,light snow
273,Nantucket,41.2835,-70.0995,42.8,61,20,18.41,US,2021-01-18 01:15:59,few clouds
274,Ulladulla,-35.35,150.4667,79.0,41,0,5.75,AU,2021-01-18 01:15:59,clear sky
275,Bethel,41.3712,-73.414,39.99,56,90,9.22,US,2021-01-18 01:13:45,overcast clouds
276,Corowa,-36.0333,146.3833,78.01,37,0,5.01,AU,2021-01-18 01:15:59,clear sky
277,Patacamaya,-17.2333,-67.9167,48.83,80,100,8.23,BO,2021-01-18 01:11:10,moderate rain
278,Katsuura,35.1333,140.3,41.0,70,75,10.36,JP,2021-01-18 01:12:14,broken clouds
279,Kimry,56.8667,37.35,-10.23,89,1,2.8,RU,2021-01-18 01:15:59,clear sky
280,Bondo,3.8146,23.6866,67.91,77,83,2.53,CD,2021-01-18 01:15:59,broken clouds
281,Fortuna,40.5982,-124.1573,55.0,93,1,8.05,US,2021-01-18 01:15:59,clear sky
282,Trairi,-3.2778,-39.2689,79.39,77,100,9.8,BR,2021-01-18 01:12:23,overcast clouds
283,Iralaya,15.0,-83.2333,77.29,88,100,8.79,HN,2021-01-18 01:16:00,overcast clouds
284,Sitka,57.0531,-135.33,42.8,81,75,5.75,US,2021-01-18 01:11:06,light snow
285,Merida,20.9667,-89.6167,69.01,64,75,5.75,MX,2021-01-18 01:14:28,broken clouds
286,Empangeni,-28.762,31.8933,68.16,93,53,4.5,ZA,2021-01-18 01:16:00,light rain
287,Bereda,43.2686,-7.5406,43.0,100,11,3.0,ES,2021-01-18 01:16:00,few clouds
288,Prado,-17.3411,-39.2208,75.87,85,0,6.44,BR,2021-01-18 01:16:00,clear sky
289,Mikkeli,61.6886,27.2723,21.99,96,91,3.78,FI,2021-01-18 01:16:00,overcast clouds
290,Lagoa,39.05,-27.9833,61.72,81,2,26.35,PT,2021-01-18 01:16:00,clear sky
291,Anloga,5.7947,0.8973,80.6,89,20,5.75,GH,2021-01-18 01:16:00,few clouds
292,Tenenkou,14.4572,-4.9169,66.65,22,77,10.98,ML,2021-01-18 01:16:01,broken clouds
293,Guozhen,34.3659,107.359,38.12,61,0,3.06,CN,2021-01-18 01:16:01,clear sky
294,Luanda,-8.8368,13.2343,77.0,83,75,4.61,AO,2021-01-18 01:13:11,broken clouds
295,Carauari,-4.8828,-66.8958,75.47,95,84,2.44,BR,2021-01-18 01:16:01,broken clouds
296,Aklavik,68.2191,-135.0107,-7.6,84,100,3.44,CA,2021-01-18 01:16:01,overcast clouds
297,Bauska,56.4075,24.1906,5.0,85,0,6.91,LV,2021-01-18 01:16:01,clear sky
298,Atambua,-9.1061,124.8925,79.93,74,97,2.28,ID,2021-01-18 01:16:01,light rain
299,Tiksi,71.6872,128.8694,-20.67,88,100,8.3,RU,2021-01-18 01:16:02,overcast clouds
300,Canutama,-6.5339,-64.3831,75.22,93,100,1.63,BR,2021-01-18 01:16:02,overcast clouds
301,Vostok,46.4856,135.8833,-3.8,85,100,2.44,RU,2021-01-18 01:16:02,overcast clouds
302,Almaznyy,48.0448,40.045,17.6,93,90,20.13,RU,2021-01-18 01:16:02,snow
303,Slupca,52.2873,17.8719,5.0,86,0,2.93,PL,2021-01-18 01:16:02,clear sky
304,Evensk,61.95,159.2333,-0.15,79,85,20.74,RU,2021-01-18 01:16:02,overcast clouds
305,Ashcroft,50.7165,-121.2859,46.4,93,75,3.44,CA,2021-01-18 01:16:02,broken clouds
306,Jipijapa,-1.3333,-80.5833,78.8,78,75,5.75,EC,2021-01-18 01:16:03,broken clouds
307,Shache,38.4167,77.2406,15.85,84,97,0.45,CN,2021-01-18 01:16:03,overcast clouds
308,Smithers,54.7804,-127.1743,37.4,81,40,3.44,CA,2021-01-18 01:16:03,scattered clouds
309,Yaan,7.3833,8.5667,75.42,34,2,5.48,NG,2021-01-18 01:16:03,clear sky
310,Les Cayes,18.2,-73.75,74.21,83,99,4.32,HT,2021-01-18 01:16:03,overcast clouds
311,Lake Wales,27.9014,-81.5859,57.2,88,75,4.25,US,2021-01-18 01:11:58,broken clouds
312,Kayseri,38.737,35.4968,26.6,93,75,3.44,TR,2021-01-18 01:16:03,broken clouds
313,Pitogo,13.7847,122.0881,78.87,79,88,14.65,PH,2021-01-18 01:16:03,overcast clouds
314,Porto Belo,-27.1578,-48.5531,78.8,89,0,2.3,BR,2021-01-18 01:16:03,moderate rain
315,Pangnirtung,66.1451,-65.7125,-18.22,79,1,1.72,CA,2021-01-18 01:11:12,clear sky
316,Tougue,11.4667,-11.6,61.45,28,0,0.63,GN,2021-01-18 01:16:04,clear sky
317,Mitsamiouli,-11.3847,43.2844,81.28,76,98,7.78,KM,2021-01-18 01:11:37,overcast clouds
318,Port Hardy,50.6996,-127.4199,46.4,93,75,3.44,CA,2021-01-18 01:16:04,broken clouds
319,Brae,60.3964,-1.353,42.8,81,20,21.85,GB,2021-01-18 01:16:04,light rain
320,Osoyoos,49.0331,-119.4524,39.2,70,0,5.75,CA,2021-01-18 01:16:04,clear sky
321,Palasa,18.7667,84.4167,66.96,84,2,5.21,IN,2021-01-18 01:16:04,clear sky
322,Rio Verde De Mato Grosso,-18.9181,-54.8442,71.42,95,99,4.9,BR,2021-01-18 01:16:04,overcast clouds
323,Aksarka,66.5606,67.7975,-17.18,87,100,16.84,RU,2021-01-18 01:16:04,overcast clouds
324,Yishui,35.7847,118.6281,31.33,71,0,3.58,CN,2021-01-18 01:16:04,clear sky
325,Bilibino,68.0546,166.4372,-26.88,82,88,1.86,RU,2021-01-18 01:16:04,overcast clouds
326,Flinders,-34.5833,150.8552,81.0,64,0,5.01,AU,2021-01-18 01:16:05,clear sky
327,Seymchan,62.8833,152.4333,-28.68,79,100,4.81,RU,2021-01-18 01:16:05,overcast clouds
328,Gizo,-8.103,156.8419,85.69,71,9,10.33,SB,2021-01-18 01:16:05,clear sky
329,Tual,-5.6667,132.75,83.16,80,50,19.13,ID,2021-01-18 01:16:05,light rain
330,La Ronge,55.1001,-105.2842,3.2,85,100,6.91,CA,2021-01-18 01:16:05,light snow
331,Coahuayana,18.7333,-103.6833,73.4,73,75,1.9,MX,2021-01-18 01:16:05,broken clouds
332,Waipawa,-41.4122,175.5153,68.0,45,0,18.41,NZ,2021-01-18 01:12:33,clear sky
333,Vinh,18.6667,105.6667,56.3,68,72,7.78,VN,2021-01-18 01:14:53,broken clouds
334,Coquimbo,-29.9533,-71.3436,59.0,88,20,8.05,CL,2021-01-18 01:11:25,few clouds
335,Constitucion,-35.3333,-72.4167,59.7,75,0,14.07,CL,2021-01-18 01:16:06,clear sky
336,Tromso,69.6496,18.957,32.0,86,75,12.66,NO,2021-01-18 01:16:06,broken clouds
337,Sur,22.5667,59.5289,67.01,57,0,4.23,OM,2021-01-18 01:16:06,clear sky
338,Sorland,67.667,12.6934,35.92,79,17,6.06,NO,2021-01-18 01:16:06,few clouds
339,Port-Gentil,-0.7193,8.7815,80.2,79,97,11.54,GA,2021-01-18 01:11:36,light rain
340,Tsovazard,40.4709,45.0588,42.8,56,84,1.14,AM,2021-01-18 01:16:06,broken clouds
341,Hamilton,39.1834,-84.5333,33.01,80,90,8.05,US,2021-01-18 01:14:38,light snow
342,Santa Fe,-31.6333,-60.7,72.0,54,0,1.01,AR,2021-01-18 01:13:01,clear sky
343,Kenai,60.5544,-151.2583,35.6,80,75,2.39,US,2021-01-18 01:16:06,broken clouds
344,Gore,-46.1028,168.9436,60.01,57,100,5.99,NZ,2021-01-18 01:16:06,moderate rain
345,Trelew,-43.249,-65.3051,74.1,36,0,8.7,AR,2021-01-18 01:16:06,clear sky
346,Eureka,40.8021,-124.1637,55.99,82,100,1.99,US,2021-01-18 01:15:07,overcast clouds
347,Balfour,-26.6633,28.5902,64.0,79,86,5.01,ZA,2021-01-18 01:16:07,overcast clouds
348,Naivasha,-0.7167,36.4359,55.0,89,70,2.82,KE,2021-01-18 01:16:07,broken clouds
349,Thinadhoo,0.5333,72.9333,81.32,70,1,7.45,MV,2021-01-18 01:16:07,clear sky
350,Touros,-5.1989,-35.4608,78.8,73,40,6.91,BR,2021-01-18 01:16:07,scattered clouds
351,Yar-Sale,66.8333,70.8333,-12.89,89,100,16.31,RU,2021-01-18 01:16:07,light snow
352,Sakakah,29.9697,40.2064,44.6,57,0,5.75,SA,2021-01-18 01:16:07,clear sky
353,Harper,4.375,-7.7169,78.48,83,6,7.54,LR,2021-01-18 01:16:07,clear sky
354,Nishihara,26.1842,127.7558,60.8,41,75,5.75,JP,2021-01-18 01:16:07,broken clouds
355,Clyde River,70.4692,-68.5914,6.8,85,90,24.16,CA,2021-01-18 01:16:07,light snow
356,Baruun-Urt,46.6806,113.2792,-19.05,85,0,3.53,MN,2021-01-18 01:16:07,clear sky
357,Koungou,-12.7336,45.2042,78.8,89,0,2.3,YT,2021-01-18 01:16:07,clear sky
358,Yangambi,0.8102,24.4336,70.23,90,83,1.61,CD,2021-01-18 01:16:08,broken clouds
359,Kyzyl-Suu,42.3414,78.0056,27.03,69,97,4.7,KG,2021-01-18 01:16:08,overcast clouds
360,Lavrentiya,65.5833,-171.0,-11.85,82,100,10.13,RU,2021-01-18 01:16:08,overcast clouds
361,Hun,29.1268,15.9477,47.55,67,0,7.65,LY,2021-01-18 01:16:08,clear sky
362,Grindavik,63.8424,-22.4338,33.8,93,75,17.27,IS,2021-01-18 01:16:08,light snow
363,Sheridan,44.8333,-106.9173,39.99,70,75,23.02,US,2021-01-18 01:13:34,broken clouds
364,Shimoda,34.6667,138.95,46.4,71,40,6.91,JP,2021-01-18 01:13:04,scattered clouds
365,Derzhavinsk,51.1,66.3167,3.76,92,0,5.19,KZ,2021-01-18 01:16:08,clear sky
366,Abbeville,50.1,1.8333,37.0,79,13,6.62,FR,2021-01-18 01:16:08,few clouds
367,Jaisalmer,26.9147,70.9181,53.74,40,0,9.33,IN,2021-01-18 01:14:06,clear sky
368,Nador,35.174,-2.9287,48.2,76,0,4.61,MA,2021-01-18 01:16:08,clear sky
369,Ostrovnoy,68.0531,39.5131,16.36,95,100,18.3,RU,2021-01-18 01:11:53,light snow
370,Paragominas,-2.9667,-47.4833,73.06,97,100,2.91,BR,2021-01-18 01:16:09,light rain
371,Kungurtug,50.5994,97.5228,-3.3,86,37,0.87,RU,2021-01-18 01:16:09,scattered clouds
372,Port Hawkesbury,45.6169,-61.3485,39.0,75,75,13.8,CA,2021-01-18 01:16:09,broken clouds
373,Shubarkuduk,49.1447,56.4872,19.09,94,100,9.78,KZ,2021-01-18 01:16:09,overcast clouds
374,Steamboat Springs,40.485,-106.8317,32.0,69,90,4.61,US,2021-01-18 01:15:22,light snow
375,Mount Gambier,-37.8333,140.7667,62.6,67,90,13.8,AU,2021-01-18 01:16:09,overcast clouds
376,Canico,32.6333,-16.85,59.0,63,75,5.75,PT,2021-01-18 01:16:09,broken clouds
377,Grand-Lahou,5.1367,-5.0242,79.18,83,0,7.85,CI,2021-01-18 01:16:09,clear sky
378,Preobrazheniye,42.9019,133.9064,14.86,86,100,2.46,RU,2021-01-18 01:16:09,light snow
379,Baykit,61.67,96.37,-19.17,83,100,2.59,RU,2021-01-18 01:16:10,overcast clouds
380,Bayir,37.2687,28.2167,37.4,93,40,5.75,TR,2021-01-18 01:16:10,scattered clouds
381,Port Shepstone,-30.7414,30.455,72.12,78,98,7.78,ZA,2021-01-18 01:16:10,overcast clouds
382,Lusambo,-4.9667,23.45,68.22,94,80,0.58,CD,2021-01-18 01:16:10,light rain
383,Cabanas,22.9758,-82.9219,68.0,77,75,6.91,CU,2021-01-18 01:16:10,broken clouds
384,Antofagasta,-23.65,-70.4,66.2,77,0,8.05,CL,2021-01-18 01:16:10,clear sky
385,Wanning,18.8003,110.3967,57.72,67,34,13.49,CN,2021-01-18 01:16:10,scattered clouds
386,Gaoua,10.2992,-3.2508,70.18,21,0,4.36,BF,2021-01-18 01:16:10,clear sky
387,Selenduma,50.9131,106.2406,-5.24,86,100,0.81,RU,2021-01-18 01:16:10,overcast clouds
388,Tlapacoyan,19.9667,-97.2167,63.64,87,100,0.87,MX,2021-01-18 01:16:10,overcast clouds
389,Pestravka,52.405,49.9583,-3.78,90,100,5.84,RU,2021-01-18 01:16:11,overcast clouds
390,Guadalajara,20.6667,-103.3333,71.6,12,20,2.3,MX,2021-01-18 01:15:58,few clouds
391,Faya,18.3851,42.4509,51.8,87,0,2.68,SA,2021-01-18 01:16:11,clear sky
392,Korla,41.7597,86.1469,13.55,83,78,1.52,CN,2021-01-18 01:16:11,broken clouds
393,Dingle,10.9995,122.6711,75.2,92,100,9.69,PH,2021-01-18 01:16:11,overcast clouds
394,Atar,20.5169,-13.0499,63.27,25,100,14.79,MR,2021-01-18 01:16:10,overcast clouds
395,Bambous Virieux,-20.3428,57.7575,79.0,83,40,11.5,MU,2021-01-18 01:16:11,scattered clouds
396,Maragogi,-9.0122,-35.2225,76.69,84,2,9.78,BR,2021-01-18 01:16:11,clear sky
397,Nara,34.6851,135.8049,44.01,52,20,13.8,JP,2021-01-18 01:16:11,few clouds
398,Sao Felix Do Xingu,-6.6447,-51.995,72.52,93,58,0.34,BR,2021-01-18 01:16:11,broken clouds
399,Guadalupe Y Calvo,26.1,-106.9667,45.68,52,0,1.36,MX,2021-01-18 01:16:12,clear sky
400,Huarmey,-10.0681,-78.1522,69.91,83,99,8.23,PE,2021-01-18 01:16:12,overcast clouds
401,Hualmay,-11.0964,-77.6139,70.23,83,100,9.01,PE,2021-01-18 01:16:12,overcast clouds
402,Yining,29.0361,114.5636,41.2,59,0,0.87,CN,2021-01-18 01:16:12,clear sky
403,Mayo,38.8876,-76.5119,44.6,49,75,3.44,US,2021-01-18 01:16:12,broken clouds
404,Asau,46.4333,26.4,21.2,100,75,5.75,RO,2021-01-18 01:16:12,mist
405,Hami,42.8,93.45,12.22,77,0,1.74,CN,2021-01-18 01:16:12,clear sky
406,Pisco,-13.7,-76.2167,69.8,83,0,18.41,PE,2021-01-18 01:16:12,clear sky
407,Myitkyina,25.3833,97.4,57.22,74,0,1.36,MM,2021-01-18 01:16:12,clear sky
408,Langham,52.3668,-106.9679,27.0,93,90,2.3,CA,2021-01-18 01:16:12,light snow
409,Tarko-Sale,64.9225,77.785,-10.89,90,100,12.53,RU,2021-01-18 01:16:12,overcast clouds
410,Springbok,-29.6643,17.8865,59.76,71,0,1.01,ZA,2021-01-18 01:16:13,clear sky
411,Srednekolymsk,67.45,153.6833,-41.06,81,39,2.51,RU,2021-01-18 01:16:13,scattered clouds
412,Manicore,-5.8092,-61.3003,78.06,79,93,2.13,BR,2021-01-18 01:16:13,overcast clouds
413,Ardabil,38.2498,48.2933,38.53,72,22,19.8,IR,2021-01-18 01:15:13,few clouds
414,Alyangula,-13.8483,136.4192,82.4,89,90,8.05,AU,2021-01-18 01:16:13,light rain
415,Vagay,57.9375,69.0217,-6.72,90,82,8.43,RU,2021-01-18 01:16:13,broken clouds
416,Port Hedland,-20.3167,118.5667,100.4,20,72,17.27,AU,2021-01-18 01:16:13,broken clouds
417,Dubai,25.2582,55.3047,62.6,48,0,2.3,AE,2021-01-18 01:14:29,clear sky
418,Takoradi,4.8845,-1.7554,79.05,84,0,7.34,GH,2021-01-18 01:16:13,clear sky
419,Bara,10.3744,10.7288,70.61,23,63,8.88,NG,2021-01-18 01:16:14,broken clouds
420,Bukama,-9.2,25.85,67.98,94,90,1.12,CD,2021-01-18 01:16:14,overcast clouds
421,Shahr-E Babak,30.1165,55.1186,42.26,66,0,9.57,IR,2021-01-18 01:16:14,clear sky
422,Salinopolis,-0.6136,-47.3561,79.63,84,97,9.55,BR,2021-01-18 01:16:14,overcast clouds
423,Roros,62.5747,11.3842,-7.6,84,90,3.98,NO,2021-01-18 01:16:14,overcast clouds
424,Tanabe,33.7333,135.3667,42.8,45,20,17.27,JP,2021-01-18 01:16:14,few clouds
425,Obo,5.3998,26.4869,67.42,29,100,2.91,CF,2021-01-18 01:16:14,overcast clouds
426,Port Blair,11.6667,92.75,80.49,77,54,18.32,IN,2021-01-18 01:15:14,broken clouds
427,Ratnagiri,16.9833,73.3,78.04,59,97,4.32,IN,2021-01-18 01:16:14,overcast clouds
428,Lorengau,-2.0226,147.2712,85.82,69,98,15.55,PG,2021-01-18 01:16:14,overcast clouds
429,Gujrat,32.5728,74.079,42.8,100,0,2.33,PK,2021-01-18 01:16:15,fog
430,Victoria,22.2855,114.1577,57.0,50,0,1.01,HK,2021-01-18 01:13:07,clear sky
431,Talakan,50.3167,130.3667,-9.22,87,98,2.93,RU,2021-01-18 01:16:15,overcast clouds
432,Matamoros,25.5333,-103.25,68.0,11,1,5.79,MX,2021-01-18 01:16:15,clear sky
433,Iqaluit,63.7506,-68.5145,-13.0,64,20,3.44,CA,2021-01-18 01:16:15,few clouds
434,Alta Floresta,-9.8756,-56.0861,75.2,100,75,2.66,BR,2021-01-18 01:16:15,broken clouds
435,Novyy Urgal,51.0736,132.5642,-12.71,87,98,1.07,RU,2021-01-18 01:16:15,snow
436,Pryazha,61.6926,33.6216,19.4,93,74,4.47,RU,2021-01-18 01:16:15,broken clouds
437,Kosh-Agach,50.0,88.6667,-4.29,64,24,0.67,RU,2021-01-18 01:16:15,few clouds
438,Ingham,42.6,-84.3833,32.0,100,90,3.83,US,2021-01-18 01:16:15,light snow
439,San Patricio,28.017,-97.5169,64.4,63,1,9.22,US,2021-01-18 01:16:15,clear sky
440,Atasu,48.6814,71.6433,14.9,87,15,2.24,KZ,2021-01-18 01:16:16,few clouds
441,Salto Del Guaira,-24.0625,-54.3069,71.58,94,100,4.56,PY,2021-01-18 01:16:16,overcast clouds
442,Caarapo,-22.6342,-54.8222,71.62,97,100,3.98,BR,2021-01-18 01:16:16,heavy intensity rain
443,Ayagoz,47.9714,80.4392,12.16,84,2,5.01,KZ,2021-01-18 01:16:16,clear sky
444,Labuhan,-6.8844,112.2051,80.89,80,85,12.24,ID,2021-01-18 01:16:16,light rain
445,Porto Velho,-8.7619,-63.9039,78.8,94,20,2.35,BR,2021-01-18 01:16:16,light rain
446,Vasterhaninge,59.1167,18.1,28.4,93,90,4.61,SE,2021-01-18 01:16:16,overcast clouds
447,Retz,48.7494,15.9624,21.2,79,90,5.75,AT,2021-01-18 01:16:16,overcast clouds
448,Kavieng,-2.5744,150.7967,85.41,71,10,18.59,PG,2021-01-18 01:16:17,clear sky
